EVA_NR;DS100;IFOPT;NAME;Verkehr;Laenge;Breite;Betreiber_Name;Betreiber_Nr;Status
8004357;TSNU;de:08111:34;Stuttgart Nürnberger Str.;RV;9,234858;48,806423;DB Station und Service AG;6074;
8004363;TNB;de:08436:8317;Niederbiegen;RV;9,620958;47,830626;DB Station und Service AG;4483;
8004364;FNCH;de:06533:11126;Niederbrechen;RV;8,159856;50,359598;DB Station und Service AG;4485;
8004366;KND;de:05382:56501;Niederdollendorf;RV;7,180977;50,695078;DB Station und Service AG;4488;
8004367;FNIE;de:06435:4549;Niederdorfelden;RV;8,809034;50,193166;DB Station und Service AG;4490;
8004369;ENID;de:05970:10637;Niederdresselndorf;nur DPN;8,136394;50,721212;DB Station und Service AG;4492;
8004373;FNIB;de:07143:040009;Niedererbach;nur DPN;7,97687;50,425075;DB Station und Service AG;4493;
8004376;FNHD;de:06533:11021;Niederhadamar;nur DPN;8,037069;50,43276;DB Station und Service AG;4497;
8004379;FNDH;de:07339:32620;Niederheimbach;RV;7,805505;50,036013;DB Station und Service AG;4499;
8004380;FNH;de:06436:2213;Niederhöchstadt;RV;8,547237;50,154198;DB Station und Service AG;4500;
8004381;ENDV;de:07132:090544;Niederhövels;RV;7,788525;50,786291;DB Station und Service AG;4501;
8004382;FNJ;de:06436:6199;Niederjosbach;RV;8,351017;50,149807;DB Station und Service AG;4502;
8004391;MNLH;de:09278:80758;Niederlindhart;RV;12,237846;48,762512;DB Station und Service AG;4507;
8004392;SNDL;de:10046:8004392;Niederlinxweiler;RV;7,160695;49,432201;DB Station und Service AG;4508;
8004393;KNME;de:07137:030045;Mendig;RV;7,291007;50,369658;DB Station und Service AG;4509;
8004395;FNMI;de:06435:11060;Niedermittlau;RV;9,109264;50,178609;DB Station und Service AG;4510;
8004396;SNDM;de:07335:8544;Niedermohr;RV;7,471588;49,458429;DB Station und Service AG;4511;
8004400;FNSD;de:06439:6101;Niedernhausen(Taunus);RV;8,312879;50,159697;DB Station und Service AG;4513;
8004401;MNRU;de:09774:2934;Niederraunau;RV;10,374503;48,221344;DB Station und Service AG;4517;
8004402;FROD;de:06435:11062;Rodenbach(b Hanau);RV;9,01256;50,147267;DB Station und Service AG;5305;
8004404;MNRO;de:09174:6890;Niederroth;RV;11,390041;48,320935;DB Station und Service AG;4518;
8004405;FNDS;de:06532:11006;Niederscheld(Dillkr)Süd;RV;8,3033;50,717731;DB Station und Service AG;4520;
8004406;ENDN;de:07132:090499;Niederschelden;RV;7,965509;50,839248;DB Station und Service AG;4521;
8004407;ENDO;de:05970:10099;Niederschelden Nord;nur DPN;7,970657;50,844187;DB Station und Service AG;4522;
8004409;FNS;de:06533:11124;Niederselters;RV;8,230084;50,332676;DB Station und Service AG;4527;
8004412;TNI;de:08128:12910;Niederstetten;RV;9,915079;49,403573;DB RegioNetz Infrastruktur GmbH;;
8004413;TNS;de:08135:1524;Niederstotzingen;RV;10,23646;48,532604;DB Station und Service AG;4531;
8004415;FNV;de:06633:203842;Vellmar-Niedervellmar;RV;9,478438;51,351851;DB Station und Service AG;4534;
8004417;FNL;de:06534:11083;Niederwalgern;RV;8,708379;50,736598;DB Station und Service AG;4535;
8004418;FNWF;de:06439:11028;Niederwalluf;nur DPN;8,159158;50,03665;DB Station und Service AG;4536;
8004419;EDUV;de:05913:472;Dortmund Universität;RV;7,417708;51,49274;DB Station und Service AG;1295;
8004420;FNDW;de:06534:11082;Niederweimar;RV;8,733665;50,756771;DB Station und Service AG;4538;
8004423;RNID;de:08316:6524;Niederwinden;nur DPN;8,02296;48,13978;DB Station und Service AG;4541;
8004424;FNIZ;de:06533:11019;Niederzeuzheim;nur DPN;8,039687;50,468225;DB Station und Service AG;4543;
8004425;TNF;de:08236:2890;Niefern;RV;8,76951993;48,9201587;DB Station und Service AG;4544;
8004426;ENBE;de:05515:48521;Münster-Häger;RV;7,562341;52,022062;DB Station und Service AG;4546;
8004429;FKON;de:06412:510;Frankfurt(M)Konstablerwache;RV;8,687098;50,114623;DB Station und Service AG;1865;
8004430;ENIR;de:05158:10353;Velbert-Nierenhof;RV;7,134154;51,372376;DB Station und Service AG;4550;
8004432;FNIR;de:07339:8084;Nierstein;RV;8,34281;49,872002;DB Station und Service AG;4551;
8004433;KNIK;de:05154:36114;Nieukerk;nur DPN;6,375586;51,458081;DB Station und Service AG;4553;
8004434;KNIV;de:05162:20314;Nievenheim;RV;6,782117;51,123717;DB Station und Service AG;4554;
8004435;FNIV;de:07141:050111;Nievern;RV;7,681876;50,337385;DB Station und Service AG;4555;
8004437;TNK;de:08128:13309;Niklashausen;RV;9,613916;49,701699;DB RegioNetz Infrastruktur GmbH;;
8004438;SNI;de:07235:7451;Nittel;RV;6,440942;49,654264;DB Station und Service AG;4559;
8004440;EHWB;de:05914:2433;Hagen-Westerbauer;RV;7,397392;51,341781;DB Station und Service AG;2465;
8004441;HNTH;de:03155:68990;Nörten-Hardenberg;RV;9,933096;51,628184;DB Station und Service AG;4586;
8004442;NDHF;de:09564:427;Nürnberg-Dürrenhof;RV;11,09753;49,448039;DB Station und Service AG;4597;
8004444;SNON;de:07134:35401;Nohen;nur DPN;7,242085;49,639648;DB Station und Service AG;4563;
8004446;MNHN;de:09776:9018;Nonnenhorn;RV;9,612676;47,575118;DB Station und Service AG;4567;
8004448;ENOB;de:05978:21858;Nordbögge;RV;7,7422;51,615709;DB Station und Service AG;4568;
8004449;HND;de:03452:67921;Norddeich;FV;7,160824;53,621579;DB Station und Service AG;4569;
8004451;MNOD;de:09772:4400;Nordendorf;RV;10,837306;48,593434;DB Station und Service AG;4572;
8004452;HNO;de:03461:67997;Nordenham;nur DPN;8,487392;53,483811;DB Station und Service AG;4573;
8004453;NOBW;de:09678:75010;Oberwerrn;RV;10,153804;50,070342;DB Station und Service AG;4709;
8004456;ANH;de:01051:68292;Nordhastedt;nur DPN;9,183515;54,168383;DB Station und Service AG;4575;
8004458;TNO;de:08125:8155;Nordheim(Württ);RV;9,148811;49,109384;DB Station und Service AG;4578;
8004460;ANZ;de:03352:68334;Nordholz;nur DPN;8,62137;53,778743;DB Station und Service AG;4579;
8004461;ENOW;de:05566:31258;Nordwalde;RV;7,461641;52,077392;DB Station und Service AG;4582;
8004462;KNO;de:05162:20207;Norf;RV;6,731645;51,160412;DB Station und Service AG;4583;
8004463;SNOR;de:07133:30541;Norheim;nur DPN;7,812291;49,808807;DB Station und Service AG;4584;
8004464;RNO;de:08315:6670;Norsingen;RV;7,726196;47,93925;DB Station und Service AG;4585;
8004466;ANF;de:01058:68811;Nortorf;RV;9,852585;54,16663;DB Station und Service AG;4588;
8004469;NNRO;de:09564:1335;Nürnberg Nordost;RV;11,106115;49,473975;DB Station und Service AG;4594;
8004470;NNOS;de:09564:451;Nürnberg Ostring;RV;11,119935;49,454129;DB Station und Service AG;4606;
8004471;NNO;de:09564:1310;Nürnberg Ost;RV;11,120885;49,463811;DB Station und Service AG;4595;
8004473;NNRS;de:09564:710;Nürnberg Rothenburger Str.;RV;11,055338;49,4454;DB Station und Service AG;4596;
8004474;EBW;de:05911:5868;Bochum-Langendreer West;RV;7,304327;51,478032;DB Station und Service AG;731;
8004476;NDTH;de:09564:1510;Nürnberg-Dutzendteich;RV;11,117378;49,43707;DB Station und Service AG;4598;
8004477;NNES;de:09564:1913;Nürnberg-Eibach;RV;11,0477507;49,409605;DB Station und Service AG;4599;
8004478;NNER;de:09564:1311;Nürnberg-Erlenstegen;RV;11,137293;49,472061;DB Station und Service AG;4600;
8004480;NNLH;de:09564:1412;Nürnberg-Laufamholz;RV;11,168477;49,462948;DB Station und Service AG;4603;
8004481;NNMO;de:09564:1431;Nürnberg-Mögeldorf;RV;11,133866;49,459213;DB Station und Service AG;4604;
8004483;NNRE,NNRF;de:09564:1912;Nürnberg-Reichelsdorf;RV;11,0388565;49,3821144;DB Station und Service AG;4608;
8004484;NNSR;de:09564:611;Nürnberg-Sandreuth;RV;11,05465;49,429585;DB Station und Service AG;4609;
8004485;NNSW;de:09564:610;Nürnberg-Schweinau;RV;11,045403;49,434377;DB Station und Service AG;4610;
8004486;NNST;de:09564:1910;Nürnberg-Stein;RV;11,018171;49,425552;DB Station und Service AG;4611;
8004487;NNSE,NNSN;de:09564:620;Nürnberg-Steinbühl;RV;11,0682;49,442836;DB Station und Service AG;2473;
8004488;TNU;de:08116:2931;Nürtingen;FV;9,342648;48,627997;DB Station und Service AG;4612;
8004489;RNBO;de:07316:3145;Neustadt-Böbig;RV;8,158313;49,354245;DB Station und Service AG;4453;
8004490;TNUF;de:08115:5775;Nufringen;RV;8,889796;48,620278;DB Station und Service AG;4592;
8004491;NNRH;de:09564:1411;Nürnberg-Rehhof;RV;11,154754;49,462625;DB Station und Service AG;4607;
8004493;NSTD;de:09564:410;Nürnberg Frankenstadion;RV;11,130044;49,430795;DB Station und Service AG;4601;
8004496;TOAI;de:08116:2105;Oberaichen;RV;9,127335;48,705193;DB Station und Service AG;4617;
8004497;FORA;de:06432:11228;Ober Ramstadt;nur DPN;8,74337;49,832029;DB Station und Service AG;4614;
8004499;FOW;de:06440:11143;Ober Widdersheim;nur DPN;8,933836;50,429511;DB Station und Service AG;4616;
8004503;MOA;de:09180:42929;Oberammergau;RV;11,057078;47,599545;DB Station und Service AG;4618;
8004504;NOA;de:09573:5611;Oberasbach;RV;10,964247;49,416681;DB Station und Service AG;4619;
8004506;MOU;de:09180:42936;Oberau;FV;11,139272;47,559273;DB Station und Service AG;4620;
8004507;MOD;de:09187:43669;Oberaudorf;nur DPN;12,175262;47,65279;DB Station und Service AG;4621;
8004513;SOH;de:07233:30669;Oberbettingen-Hillesheim;RV;6,638337;50,282929;DB Station und Service AG;4623;
8004514;SOG;de:07235:10703;Oberbillig;RV;6,511634;49,710162;DB Station und Service AG;4624;
8004515;FOBA;de:06631:11196;Oberbimbach;nur DPN;9,564221;50,577129;DB Station und Service AG;4625;
8004517;TOBB;de:08116:5770;Oberboihingen;RV;9,364135;48,647928;DB Station und Service AG;4626;
8004518;FOB;de:06533:11127;Oberbrechen;RV;8,187801;50,354498;DB Station und Service AG;4627;
8004519;KOB;de:05370:3490;Heinsberg-Oberbruch;RV;6,135084;51,053072;Rurtalbahn GmbH;;
8004521;NON;de:09571:13160;Oberdachstetten;RV;10,4231179;49,4180788;DB Station und Service AG;4632;
8004523;FOBD;de:06435:4548;Schöneck-Oberdorfelden;RV;8,823385;50,196149;DB Station und Service AG;4633;
8004525;TOLC;de:09775:4911;Oberelchingen;RV;10,083024;48,447573;DB Station und Service AG;4635;
8004526;FOSN;de:06633:203965;Oberelsungen;RV;9,250929;51,376323;DB RegioNetz Infrastruktur GmbH;;
8004527;KOE;de:07132:090127;Obererbach;nur DPN;7,659393;50,719911;DB Station und Service AG;4637;
8004528;TOES;de:08116:1802;Oberesslingen;RV;9,327267;48,729876;DB Station und Service AG;4638;
8004529;NOB;de:09574:7370;Oberferrieden;RV;11,333429;49,331477;DB Station und Service AG;4639;
8004531;MOGS;de:09173:4520;Obergries;nur DPN;11,563533;47,707537;DB Station und Service AG;4642;
8004532;MOGB;de:09771:2200;Obergriesbach;nur DPN;11,07976;48,421926;DB Station und Service AG;4643;
8004533;NOH;de:09471:21500;Oberhaid;RV;10,817637;49,929468;DB Station und Service AG;4645;
8004538;FOHS;de:07143:040008;Dreikirchen;nur DPN;7,958384;50,449865;DB Station und Service AG;4647;
8004540;EOHT;de:05119:14453;Oberhausen-Holten;RV;6,810455;51,534574;DB Station und Service AG;4649;
8004542;EOSD;de:05119:14190;Oberhausen-Sterkrade;RV;6,843543;51,512086;DB Station und Service AG;4651;
8004545;ROB;de:08317:14020;Oberkirch;nur DPN;8,07689;48,529031;DB Station und Service AG;4654;
8004546;ROBK;de:08317:14025;Oberkirch-Köhlersiedlung;nur DPN;8,089437;48,524845;DB Station und Service AG;4655;
8004549;TON;de:08136:5113;Oberkochen;RV;10,107654;48,782359;DB Station und Service AG;4657;
8004550;KOL;de:07141:050036;Oberlahnstein;nur DPN;7,603964;50,299926;DB Station und Service AG;4659;
8004552;RLAU;de:08337:6608;Lauchringen;RV;8,322193;47,629088;DB Station und Service AG;3575;
8004554;MOLH;de:09278:80759;Oberlindhart;RV;12,217908;48,755409;DB Station und Service AG;4663;
8004555;SOW;de:10046:8004555;Oberlinxweiler;RV;7,151116;49,450707;DB Station und Service AG;4664;
8004557;SOBM;de:07335:8543;Obermohr;RV;7,501412;49,456253;DB Station und Service AG;4665;
8004558;NOBN;de:09661:99083;Obernau;RV;9,136088;49,934537;DB RegioNetz Infrastruktur GmbH;;
8004560;NOE;de:09676:99309;Obernburg-Elsenfeld;RV;9,154222;49,840738;DB RegioNetz Infrastruktur GmbH;;
8004563;TOB;de:08325:6596;Oberndorf(Neckar);FV;8,575514;48,295669;DB Station und Service AG;4670;
8004564;EOBW;de:05970:10651;Oberndorf(Wittgenstein);RV;8,300167;50,952239;DB RegioNetz Infrastruktur GmbH;;
8004567;FOBH;de:07141:050390;Obernhof(Lahn);RV;7,853001;50,315888;DB Station und Service AG;4673;
8004571;MOMN;de:09772:7540;Oberottmarshausen;nur DPN;10,851834;48,235868;DB Station und Service AG;4679;
8004577;ROSC;de:08225:8205;Oberschefflenz;RV;9,27885;49,416925;DB Station und Service AG;4687;
8004580;MOSM;de:09184:2000;Oberschleißheim;RV;11,55783;48,257226;DB Station und Service AG;4688;
8004583;NOBS;de:09677:75204;Obersinn;RV;9,617798;50,209019;DB Station und Service AG;4691;
8004584;MOSF;de:09780:1783;Oberstaufen;RV;10,025285;47,554206;DB Station und Service AG;4693;
8004585;MOF;de:09780:700;Oberstdorf;FV;10,278097;47,411032;DB Station und Service AG;4694;
8004589;FOBS;de:06632:202598;Wildeck-Obersuhl;nur DPN;10,026229;50,950619;DB Station und Service AG;4697;
8004592;NOT;de:09375:565;Obertraubling;RV;12,169996;48,967537;DB Station und Service AG;4699;
8004593;FOTS;de:06438:4690;Obertshausen(Kr Of);RV;8,853417;50,072226;DB Station und Service AG;4700;
8004594;ROT;de:08216:32153;Obertsrot;RV;8,34753;48,745806;Albtal-Verkehrs-Gesellschaft mbH;;
8004595;RUDM;de:08435:4594;Uhldingen-Mühlhofen;RV;9,248419;47,736997;DB Station und Service AG;6315;
8004596;FOU;de:06434:2303;Oberursel(Taunus);RV;8,589409;50,199423;DB Station und Service AG;4702;
8004597;FOV;de:06633:203833;Vellmar-Obervellmar;RV;9,452475;51,359679;DB Station und Service AG;4703;
8004601;FOBW;de:07140:060004;Oberwesel;RV;7,731542;50,10446;DB Station und Service AG;4711;
8004603;ROD;de:08316:6525;Oberwinden;nur DPN;8,044583;48,152529;DB Station und Service AG;4712;
8004604;KOWI;de:07131:080087;Oberwinter;RV;7,207696;50,611356;DB Station und Service AG;4713;
8004605;TOBZ;de:08436:8122;Oberzell;RV;9,574475;47,751727;DB Station und Service AG;4714;
8004609;NOK;de:09574:7870;Ochenbruck;RV;11,253831;49,362839;DB Station und Service AG;4718;
8004610;HOCH;de:03451:98668;Westerstede-Ocholt;FV;7,886468;53,202166;DB Station und Service AG;4719;
8004613;EOP;de:05566:31053;Ochtrup;RV;7,184036;52,201616;DB Station und Service AG;4722;
8004614;FOCK;de:07339:32979;Ockenheim;nur DPN;7,965441;49,950552;DB Station und Service AG;7871;
8004616;KODE;de:05382:52401;Swisttal-Odendorf;RV;6,879764;50,651162;DB Station und Service AG;4723;
8004620;TCP;de:08126:19602;Öhringen-Cappel;RV;9,526919;49,201961;DB Station und Service AG;8128;
8004623;TOE;de:08126:10220;Öhringen Hbf;RV;9,502705;49,203214;DB Station und Service AG;4754;
8004624;TOEW;de:08126:19603;Öhringen West;RV;9,485804;49,20014;DB Station und Service AG;7558;
8004626;EOEL;de:05570:14717;Oelde;RV;8,142599;51,829112;DB Station und Service AG;4731;
8004627;HKOE;de:03459:50592;Kloster Oesede;nur DPN;8,111626;52,200591;Verkehrsgesellschaft Landkreis Osnabrück GmbH;;
8004628;HOES;de:03459:70349;Oesede;nur DPN;8,064317;52,208729;Verkehrsgesellschaft Landkreis Osnabrück GmbH;;
8004629;NOER;de:09672:75199;Oerlenbach;RV;10,130921;50,143278;DB Station und Service AG;4734;
8004630;EOER;de:05766:3885;Oerlinghausen;nur DPN;8,666016;51,978774;DB Station und Service AG;4735;
8004632;TOED;de:08236:2290;Ölbronn-Dürrn;RV;8,753677;48,98581;DB Station und Service AG;7764;
8004633;NRTL;de:09473:75250;Rödental;RV;11,031308;50,288366;DB Station und Service AG;5307;
8004635;FOE;de:06439:11032;Oestrich-Winkel;nur DPN;8,0189;50,002659;DB Station und Service AG;4738;
8004636;ROH;de:08216:1821;Ötigheim;RV;8,240582;48,888526;DB Station und Service AG;4818;
8004637;TOET;de:08236:2790;Ötisheim;RV;8,813508;48,966571;DB Station und Service AG;4819;
8004639;ROKS;de:08317:14517;Offenburg Kreisschulzentrum;RV;7,955192;48,459784;DB Station und Service AG;8000;
8004640;FOWH;de:06413:8601;Offenbach-Waldhof;RV;8,828938;50,081691;DB Station und Service AG;4831;
8004642;EOVP;de:05958:35319;Oeventrop;RV;8,132081;51,39202;DB Station und Service AG;4739;
8004643;ROU;de:08125:4557;Offenau;RV;9,165293;49,246414;DB Station und Service AG;4740;
8004645;FOO;de:06413:2601;Offenbach(Main)Ost;RV;8,784375;50,102765;DB Station und Service AG;4743;
8004647;FOBI;de:06413:2640;Offenbach-Bieber;RV;8,808367;50,090547;DB Station und Service AG;4744;
8004653;FOFF;de:06438:4790;Dreieich-Offenthal;RV;8,74964;49,981851;DB Station und Service AG;4747;
8004654;MOFF;de:09774:2779;Offingen;RV;10,376003;48,481846;DB Station und Service AG;4748;
8004658;ROFH;de:08226:3285;Oftersheim;RV;8,579013;49,373505;DB Station und Service AG;4749;
8004661;AOPS;de:02000:90950;Hamburg-Ohlsdorf;RV;10,031968;53,620873;DB Station und Service AG;4751;
8004662;MOH;de:09180:10007;Ohlstadt;RV;11,218066;47,634091;DB Station und Service AG;4752;
8004664;FOK;de:06440:4402;Okarben;RV;8,75335;50,252664;DB Station und Service AG;4755;
8004665;HOK;de:03153:1888;Oker;RV;10,478146;51,904879;DB Station und Service AG;4756;
8004667;MOL;de:09179:6110;Olching;RV;11,335602;48,209995;DB Station und Service AG;4763;
8004668;HOLB;de:03356:71069;Oldenbüttel;nur DPN;8,810466;53,283432;DB Station und Service AG;4766;
8004669;AOL;de:01055:70705;Oldenburg(Holst);FV;10,882838;54,283824;DB Station und Service AG;4764;
8004670;HOLW;;Oldenburg-Wechloy;nur DPN;8,178156;53,151804;DB Station und Service AG;8265;
8004674;EOLP;de:05966:14415;Olpe;nur DPN;7,841447;51,027738;DB Station und Service AG;4767;
8004676;EOLS;de:05958:11310;Olsberg;RV;8,484206;51,360495;DB Station und Service AG;4768;
8004677;SOU;de:07335:8026;Olsbrücken;RV;7,652759;49,538071;DB Station und Service AG;4769;
8004679;ROP;de:08317:14360;Oppenau;nur DPN;8,159761;48,471999;DB Station und Service AG;4771;
8004680;FOPP;de:07339:8085;Oppenheim;RV;8,358078;49,85756;DB Station und Service AG;4772;
8004681;TOP;de:08119:5786;Oppenweiler(Württ);RV;9,462785;48,981518;DB Station und Service AG;4773;
8004683;RORW;de:08317:18601;Orschweier;RV;7,790281;48,274192;DB Station und Service AG;4780;
8004689;HOHT;de:03404:71500;Osnabrück Altstadt;nur DPN;8,045902;52,280935;DB Station und Service AG;4786;
8004690;HSUN;de:03404:71812;Osnabrück-Sutthausen;nur DPN;8,021413;52,231807;Verkehrsgesellschaft Landkreis Osnabrück GmbH;;
8004694;KMBO;de:05162:19871;Meerbusch-Osterath;nur DPN;6,625981;51,269017;DB Station und Service AG;4023;
8004700;NOS;de:09271:80497;Osterhofen(Nby);RV;13,018705;48,695474;DB Station und Service AG;4793;
8004701;MOSH;de:09182:90188;Osterhofen(Oberbay);nur DPN;11,986881;47,687655;DB Station und Service AG;4794;
8004702;HOSS;de:03356:72058;Osterholz-Scharmbeck;RV;8,797434;53,222776;DB Station und Service AG;4795;
8004703;MOM;de:09187:42002;Ostermünchen;nur DPN;12,041588;47,942148;DB Station und Service AG;4796;
8004704;HOTM;de:03156:72199;Osterode am Harz Mitte;RV;10,245443;51,726038;DB Station und Service AG;8086;
8004705;HOTL;de:03156:72193;Osterode am Harz Leege;RV;10,273027;51,717059;DB Station und Service AG;8087;
8004706;KOSS;de:07141:050330;Osterspai;nur DPN;7,615074;50,245071;DB Station und Service AG;4800;
8004707;AODT;de:01058:72269;Osterstedt;nur DPN;9,575455;54,102219;DB Station und Service AG;4801;
8004709;HOTW;de:03252:7290;Osterwald;nur DPN;9,636544;52,097344;DB Station und Service AG;4802;
8004712;FOM;de:06440:11134;Ostheim(b Butzbach);RV;8,675319;50,406598;DB Station und Service AG;4806;
8004713;FOS;de:06435:11480;Ostheim(Kr Hanau);RV;8,903381;50,2191;DB Station und Service AG;4807;
8004714;FOHF;de:07331:3295;Osthofen;RV;8,325988;49,705423;DB Station und Service AG;4808;
8004719;AOH;de:02000:80955;Hamburg-Othmarschen;RV;9,885967;53,559233;DB Station und Service AG;4817;
8004720;HOTT;de:05762:7718;Ottbergen;nur DPN;9,304909;51,71099;DB Station und Service AG;4820;
8004722;ROTU;de:08216:32827;Ottenau;RV;8,338314;48,792877;Albtal-Verkehrs-Gesellschaft mbH;;
8004723;MONH;de:09177:3250;Ottenhofen(Oberbay);RV;11,879385;48,218134;DB Station und Service AG;4825;
8004724;NOBE;de:09575:14520;Ottenhofen-Bergel;RV;10,355976;49,45579;DB Station und Service AG;4826;
8004725;NOTS;de:09574:7630;Ottensoos;RV;11,339683;49,50775;DB Station und Service AG;4827;
8004726;MOTF;de:09182:43342;Otterfing;RV;11,682121;47,911387;DB Station und Service AG;4828;
8004727;AOF;de:03352:72538;Otterndorf;nur DPN;8,893989;53,805984;DB Station und Service AG;4829;
8004728;AOBG;de:03361:72578;Ottersberg(Han);nur DPN;9,13315;53,096853;DB Station und Service AG;4830;
8004730;MOTG;de:09189:90038;Otting;RV;12,703593;47,92871;DB RegioNetz Infrastruktur GmbH;;
8004731;MOTW;de:09779:6459;Otting-Weilheim;RV;10,818935;48,880872;DB Station und Service AG;4834;
8004733;MOBR;de:09184:2210;Ottobrunn;RV;11,677795;48,063692;DB Station und Service AG;4836;
8004735;HOTZ;de:03241:9814;Otze;RV;10,017114;52,487617;DB Station und Service AG;4838;
8004739;KOV;de:05378:37101;Overath;RV;7,288817;50,93273;DB Station und Service AG;4841;
8004741;AOS;de:01058:72711;Owschlag;RV;9,590516;54,392595;DB Station und Service AG;4843;
8004742;MOYM;de:09780:895;Oy-Mittelberg;RV;10,458131;47,646152;DB Station und Service AG;4844;
8004744;EPDK;de:05774:7015;Paderborn Kasseler Tor;nur DPN;8,76126;51,716161;DB Station und Service AG;4847;
8004745;EPDN;de:05774:7087;Paderborn Nord;nur DPN;8,758954;51,72807;DB Station und Service AG;4848;
8004746;KPFF;de:05362:88901;Paffendorf;RV;6,606998;50,961691;DB Station und Service AG;4850;
8004747;MPD;de:09186:9019;Paindorf;RV;11,487263;48,44268;DB Station und Service AG;4851;
8004748;SPZ;de:07235:7467;Palzem;RV;6,371926;49,565064;DB Station und Service AG;4852;
8004749;NPK;de:09271:80502;Pankofen;nur DPN;12,899425;48,799641;DB Station und Service AG;4853;
8004750;APF;de:01055:72963;Pansdorf;RV;10,703056;53,981034;DB Station und Service AG;4855;
8004751;HPAP;de:03454:7765;Papenburg(Ems);FV;7,386708;53,089706;DB Station und Service AG;4857;
8004753;MPP;de:09577:16700;Pappenheim;RV;10,964028;48,926405;DB Station und Service AG;4863;
8004755;NPB;de:09373:17750;Parsberg;RV;11,723355;49,164355;DB Station und Service AG;4868;
8004756;NPAR;de:09677:28085;Partenstein;RV;9,52399;50,038379;DB Station und Service AG;4869;
8004758;NPE;de:09377:80764;Pechbrunn;nur DPN;12,165956;49,969536;DB Station und Service AG;4879;
8004759;NPZ;de:09472:22600;Pegnitz;RV;11,5475965;49,7587084;DB Station und Service AG;4883;
8004760;HP;de:03157:8049;Peine;FV;10,232145;52,318942;DB Station und Service AG;4885;
8004761;MPEI;de:09184:2270;Peiß;RV;11,776595;47,960102;DB Station und Service AG;4886;
8004762;MPBG;de:09190:59014;Peißenberg;nur DPN;11,060279;47,797496;DB Station und Service AG;4888;
8004763;MPBN;de:09190:90207;Peißenberg Nord;nur DPN;11,077304;47,81568;DB Station und Service AG;4889;
8004764;MPTN;de:09190:90209;Peiting Nord;nur DPN;10,92667;47,801565;DB Station und Service AG;4890;
8004765;MPTO;de:09190:41422;Peiting Ost;nur DPN;10,936692;47,792955;DB Station und Service AG;4891;
8004767;MPZ;de:09190:41436;Penzberg;RV;11,371875;47,749249;DB Station und Service AG;4896;
8004770;MPRM;de:09278:80760;Perkam;RV;12,437388;48,857554;DB Station und Service AG;4897;
8004771;SPE;de:10042:8004771;Perl;RV;6,369321;49,473163;DB Station und Service AG;4898;
8004774;NPET;de:09571:13250;Petersaurach;RV;10,745433;49,303656;DB Station und Service AG;4901;
8004775;MPE;de:09174:6840;Petershausen(Obb);RV;11,469881;48,41345;DB Station und Service AG;4907;
8004777;HLAD;de:05770:4479;Petershagen-Lahde;nur DPN;9,009813;52,368032;DB Station und Service AG;7662;
8004778;TPG;de:08416:2043;Pfäffingen;RV;8,964701;48,532167;Zweckverband ÖPNV im Ammertal;;
8004780;MPFH;de:09778:2929;Pfaffenhausen;RV;10,451825;48,117794;DB Station und Service AG;4912;
8004781;MPF;de:09186:8134;Pfaffenhofen(Ilm);RV;11,511884;48,522433;DB Station und Service AG;4913;
8004784;SPF;de:07211:2302;Pfalzel;RV;6,68302;49,780319;DB Station und Service AG;4916;
8004786;MPKI;de:09277:80599;Pfarrkirchen;RV;12,938169;48,429195;DB RegioNetz Infrastruktur GmbH;;
8004788;FPD;de:07319:4364;Pfeddersheim;RV;8,279654;49,634634;DB Station und Service AG;4918;
8004796;TPF;de:08136:5301;Pflaumloch;RV;10,436925;48,84903;DB Station und Service AG;4920;
8004797;NPEN;de:09571:13260;Petersaurach Nord;RV;10,739097;49,318401;DB Station und Service AG;8193;
8004799;TPB;de:08231:3991;Brötzingen Mitte;RV;8,667027;48,889464;Albtal-Verkehrs-Gesellschaft mbH;;
8004801;TPW;de:08231:332;Pforzheim-Weißenstein;RV;8,676449;48,865147;DB Station und Service AG;7889;
8004803;NPD;de:09376:80756;Pfreimd;nur DPN;12,167453;49,485791;DB Station und Service AG;4925;
8004804;TPHM;de:08231:3993;Pforzheim Maihälden;RV;8,678158;48,893391;Albtal-Verkehrs-Gesellschaft mbH;;
8004806;MPFD;de:09777:1700;Pfronten-Ried;RV;10,561026;47,583591;DB Station und Service AG;4927;
8004807;MPFS;de:09777:9020;Pfronten-Steinach;RV;10,574572;47,566111;DB Station und Service AG;4928;
8004809;MPFW;de:09777:1701;Pfronten-Weißbach;RV;10,557736;47,595701;DB Station und Service AG;4929;
8004813;RPB;de:08215:32589;Philippsburg(Baden);RV;8,454023;49,231621;DB Station und Service AG;4930;
8004814;SPI;de:07232:21133;Philippsheim;RV;6,625693;49,953435;DB Station und Service AG;4932;
8004815;MPI;de:09172:47035;Piding;FV;12,91153;47,759543;DB Station und Service AG;4933;
8004816;FPU;de:06432:24528;Pfungstadt;nur DPN;8,607033;49,806223;DB Station und Service AG;8264;
8004819;AP,APS;de:01056:99951;Pinneberg;RV;9,797608;53,655179;DB Station und Service AG;4935;
8004820;NPI;de:09474:9770;Pinzberg;nur DPN;11,097096;49,698809;DB Station und Service AG;4938;
8004822;SPS;de:07317:8140;Pirmasens Hbf;RV;7,598432;49,205645;DB Station und Service AG;4941;
